EIN,Organization Name,Organization Incorporation Date,Location State,Location County,Location Name,Location Type,Location Open Date,Location Close Date,Location City,Location Zip Code,Record Year,Record Month,Stray At Large Canine Adult,Stray At Large Canine Up to 5 Months,Stray At Large Canine Age Unknown,Stray At Large Feline Adult,Stray At Large Feline Up to 5 Months,Stray At Large Feline Age Unknown,Relinquished By Owner Canine Adult,Relinquished By Owner Canine Up to 5 Months,Relinquished By Owner Canine Age Unknown,Relinquished By Owner Feline Adult,Relinquished By Owner Feline Up to 5 Months,Relinquished By Owner Feline Age Unknown,Intake Owner-Intended Euthanasia Canine Adult,Intake Owner-Intended Euthanasia Canine Up to 5 Months,Intake Owner-Intended Euthanasia Canine Age Unknown,Intake Owner-Intended Euthanasia Feline Adult,Intake Owner-Intended Euthanasia Feline Up to 5 Months,Intake Owner-Intended Euthanasia Feline Age Unknown,Transferred In From Agency Canine Adult,Transferred In From Agency Canine Up to 5 Months,Transferred In From Agency Canine Age Unknown,Transferred In From Agency Feline Adult,Transferred In From Agency Feline Up to 5 Months,Transferred In From Agency Feline Age Unknown,Other Intakes Canine Adult,Other Intakes Canine Up to 5 Months,Other Intakes Canine Age Unknown,Other Intakes Feline Adult,Other Intakes Feline Up to 5 Months,Other Intakes Feline Age Unknown,Adoption Canine Adult,Adoption Canine Up to 5 Months,Adoption Canine Age Unknown,Adoption Feline Adult,Adoption Feline Up to 5 Months,Adoption Feline Age Unknown,Returned To Owner Canine Adult,Returned To Owner Canine Up to 5 Months,Returned To Owner Canine Age Unknown,Returned To Owner Feline Adult,Returned To Owner Feline Up to 5 Months,Returned To Owner Feline Age Unknown,Transfer To Another Agency Canine Adult,Transfer To Another Agency Canine Up to 5 Months,Transfer To Another Agency Canine Age Unknown,Transfer To Another Agency Feline Adult,Transfer To Another Agency Feline Up to 5 Months,Transfer To Another Agency Feline Age Unknown,Returned To Field Canine Adult,Returned To Field Canine Up to 5 Months,Returned To Field Canine Age Unknown,Returned To Field Feline Adult,Returned To Field Feline Up to 5 Months,Returned To Field Feline Age Unknown,Other Live Outcome Canine Adult,Other Live Outcome Canine Up to 5 Months,Other Live Outcome Canine Age Unknown,Other Live Outcome Feline Adult,Other Live Outcome Feline Up to 5 Months,Other Live Outcome Feline Age Unknown,Died In Care Canine Adult,Died In Care Canine Up to 5 Months,Died In Care Canine Age Unknown,Died In Care Feline Adult,Died In Care Feline Up to 5 Months,Died In Care Feline Age Unknown,Lost In Care Canine Adult,Lost In Care Canine Up to 5 Months,Lost In Care Canine Age Unknown,Lost In Care Feline Adult,Lost In Care Feline Up to 5 Months,Lost In Care Feline Age Unknown,Shelter Euthanasia Canine Adult,Shelter Euthanasia Canine Up to 5 Months,Shelter Euthanasia Canine Age Unknown,Shelter Euthanasia Feline Adult,Shelter Euthanasia Feline Up to 5 Months,Shelter Euthanasia Feline Age Unknown,Outcome Owner-Intended Euthanasia Canine Adult,Outcome Owner-Intended Euthanasia Canine Up to 5 Months,Outcome Owner-Intended Euthanasia Canine Age Unknown,Outcome Owner-Intended Euthanasia Feline Adult,Outcome Owner-Intended Euthanasia Feline Up to 5 Months,Outcome Owner-Intended Euthanasia Feline Age Unknown,Beginning Total Canine,Beginning Total Feline,Ending Total Canine,Ending Total Feline
27-1940144,Meade Canine Rescue Foundation,4/1/2010 12:00:00 AM,CA,San Luis Obispo County,Meade Canine Rescue Foundation,"Rescue, Private",4/1/2010 12:00:00 AM,,CRESTON,93432,2012,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2
72-6000179,Bossier City Animal Control,1/1/1980 12:00:00 AM,LA,Bossier Parish,Bossier City Animal Control,Government Animal Services,1/1/1980 12:00:00 AM,,BOSSIER CITY,71111,2011,10,144,0,0,119,0,0,76,0,0,60,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,41,0,0,36,0,0,49,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,98,0,0,112,0,0,47,0,0,18,0,0,111,128,94,139
47-0820810,Beatrice humane Society,5/1/2000 12:00:00 AM,NE,Gage County,Beatrice Humane Society,"Shelter, Government Contract",5/1/2000 12:00:00 AM,,BEATRICE,68310,2011,4,24,3,2,6,8,5,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,17,0,0,17,1,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,38,42,30,40
64-6034439,Humane Society of South Mississippi,8/1/1952 12:00:00 AM,MS,Harrison County,Humane Society of South Mississippi,"Shelter, Government Contract",8/1/1952 12:00:00 AM,,GULFPORT,39501,2011,5,165,36,25,54,67,13,202,138,23,103,232,86,0,0,0,0,0,0,10,6,1,1,0,0,0,0,0,0,0,0,151,79,0,80,90,0,42,9,5,2,0,1,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,2,5,0,127,9,22,64,108,83,15,0,0,4,0,0,236,227,307,336
27-1357894,"Miss Kitty Feline Sanctuary, Inc",,GA,Thomas County,"Miss Kitty Feline Sanctuary, Inc","Shelter, Private",,,THOMASVILLE,31792,2012,6,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,106
46-1453013,Homes Fur Hounds,11/1/2010 12:00:00 AM,VA,Williamsburg City,Homes Fur Hounds,"Rescue, Private",11/1/2010 12:00:00 AM,,WILLIAMSBURG,23185,2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
27-0269094,"Spay Neuter Assistance Program, Inc. d/b/a SNAP 2 It",5/1/2009 12:00:00 AM,GA,Gwinnett County,"Spay Neuter Assistance Program, Inc. d/b/a SNAP 2 It","Rescue, Private",5/1/2009 12:00:00 AM,,DACULA,30019,2011,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,105,2,82
61-0653278,Bowling Green/Warren County Humane Society,2/1/1964 12:00:00 AM,KY,Warren County,Bowling Green/Warren County Humane Society,"Shelter, Government Contract",2/1/1964 12:00:00 AM,,BOWLING GREEN,42101,2012,12,97,37,7,30,32,14,69,43,1,33,18,0,2,0,0,0,0,0,50,34,0,0,0,0,33,10,1,9,1,0,86,27,0,40,34,3,34,3,1,3,0,1,93,61,1,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,13,5,23,19,12,3,0,0,0,0,0,157,141,180,124
45-3793776,Oceana County Animal Shelter,,MI,Oceana County,L.A.S.S.I.     c/o Oceana County Shelter,Government Animal Services,,,SHELBY,49455,2012,3,0,0,42,0,0,4,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,7,0,0,0,0,0,0,0
59-0530990,"Halifax Humane Society, Inc.",2/1/1937 12:00:00 AM,FL,Volusia County,"Halifax Humane Society, Inc.","Shelter, Government Contract",2/1/1937 12:00:00 AM,,DAYTONA BEACH,32124,2011,8,68,13,42,46,162,148,112,34,10,93,134,21,0,0,0,0,0,2,0,0,0,0,0,0,1,1,3,0,3,1,107,47,0,34,38,0,15,3,20,2,1,7,5,1,5,12,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,0,1,0,0,36,4,32,79,191,160,0,0,0,0,0,0,144,146,152,201
58-6074088,"PAWS Atlanta, Inc.",1/1/1964 12:00:00 AM,GA,DeKalb County,"PAWS Atlanta, Inc.","Rescue, Private",1/1/1964 12:00:00 AM,,DECATUR,30035,2011,9,1,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,10,10,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67,54,0,0
27-1357894,"Miss Kitty Feline Sanctuary, Inc",,GA,Thomas County,"Miss Kitty Feline Sanctuary, Inc","Shelter, Private",,,THOMASVILLE,31792,2011,4,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0
86-0789269,Foothills Animal Rescue,3/1/1995 12:00:00 AM,AZ,Maricopa County,Resale Boutique,"Shelter, Private",3/1/1995 12:00:00 AM,,SCOTTSDALE,85255,2011,10,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25,4,0,10,9,0,6,3,0,1,0,0,26,7,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,78,25,79
27-1940144,Meade Canine Rescue Foundation,4/1/2010 12:00:00 AM,CA,San Luis Obispo County,Meade Canine Rescue Foundation,"Rescue, Private",4/1/2010 12:00:00 AM,,CRESTON,93432,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2
48-0641821,Lawrence Humane Society,3/1/1951 12:00:00 AM,KS,Douglas County,Lawrence Humane Society,"Shelter, Government Contract",3/1/1951 12:00:00 AM,,LAWRENCE,66046,2011,10,0,0,30,0,0,9,0,0,15,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,68,0,0,42,0,0,31,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0
93-0574297,Heartland Humane Society,6/1/1966 12:00:00 AM,OR,Benton County,Heartland Humane Society,"Shelter, Government Contract",6/1/1966 12:00:00 AM,,CORVALLIS,97333,2012,10,19,1,3,27,45,18,8,2,0,7,5,0,2,0,3,1,0,4,17,4,0,5,4,0,3,0,0,2,0,0,19,0,0,16,32,4,16,0,2,3,1,3,1,0,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,1,10,3,0,3,1,0,4,20,130,35,156
94-6000436,Stockton Animal Shelter,1/1/1850 12:00:00 AM,CA,San Joaquin County,Stockton Animal Shelter,Government Animal Services,1/1/1850 12:00:00 AM,,STOCKTON,95206,2011,10,20,12,469,8,0,401,36,1,89,6,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1,54,0,0,23,2,0,4,0,0,0,8,9,166,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,16,25,2,271,13,0,395,0,0,0,0,0,0,192,191,197,157
59-6000661,Hillsborough County Pet Resource Center,,FL,Hillsborough County,Hillsborough County Pet Resource Center,Government Animal Services,,,TAMPA,33619,2011,6,0,0,621,0,0,1165,0,0,159,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,5,0,0,202,0,0,129,0,0,69,0,0,7,0,0,119,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,2,0,0,0,0,0,403,0,0,1082,0,0,0,0,0,0,0,0,0,0
82-3255528,TNR A Better Chance dba Kitten Division Adoption Center,1/1/2011 12:00:00 AM,MO,Pulaski County,TNR A Better Chance dba Kitten Division Adoption Center,"Shelter, Private",1/1/2011 12:00:00 AM,,SAINT ROBERT,65584,2011,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
59-0530990,"Halifax Humane Society, Inc.",2/1/1937 12:00:00 AM,FL,Volusia County,"Halifax Humane Society, Inc.","Shelter, Government Contract",2/1/1937 12:00:00 AM,,DAYTONA BEACH,32124,2011,10,96,12,54,95,220,191,94,20,5,73,91,13,5,0,1,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,126,33,0,32,38,0,22,0,36,4,0,8,18,0,6,10,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,47,8,23,153,287,190,0,0,0,0,0,0,156,188,126,136
16-0743092,Niagara County SPCA,3/1/1894 12:00:00 AM,NY,Niagara County,Niagara County SPCA,"Shelter, Government Contract",3/1/1894 12:00:00 AM,,NIAGARA FALLS,14304,2011,1,11,2,3,4,4,6,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,24,34,41
27-1357894,"Miss Kitty Feline Sanctuary, Inc",,GA,Thomas County,"Miss Kitty Feline Sanctuary, Inc","Shelter, Private",,,THOMASVILLE,31792,2012,4,0,0,0,3,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,84
27-1940144,Meade Canine Rescue Foundation,4/1/2010 12:00:00 AM,CA,San Luis Obispo County,Meade Canine Rescue Foundation,"Rescue, Private",4/1/2010 12:00:00 AM,,CRESTON,93432,2012,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2
59-0530990,"Halifax Humane Society, Inc.",2/1/1937 12:00:00 AM,FL,Volusia County,"Halifax Humane Society, Inc.","Shelter, Government Contract",2/1/1937 12:00:00 AM,,DAYTONA BEACH,32124,2012,3,155,21,29,218,99,58,132,22,4,92,32,16,52,0,2,30,0,4,9,4,0,0,0,0,4,0,0,1,23,0,148,29,0,59,34,0,59,1,10,10,0,2,8,3,0,36,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,119,2,21,234,100,73,0,0,0,0,0,0,140,154,173,160
30-0506496,Cinderella Pet Rescue,,TX,Hidalgo County,Cinderella Pet Rescue,"Rescue, Private",,,MISSION,78574,2011,10,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,26,48,25
94-2411106,Siskiyou Humane Society,6/1/1968 12:00:00 AM,CA,Siskiyou County,Siskiyou Humane Society,"Shelter, Government Contract",6/1/1968 12:00:00 AM,,MOUNT SHASTA,96067,2012,3,9,0,1,0,0,1,2,3,0,7,6,0,0,0,0,0,0,0,1,15,0,2,0,0,1,0,0,1,0,2,5,6,0,10,1,0,5,0,2,3,0,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,28,25,29
64-6034439,Humane Society of South Mississippi,8/1/1952 12:00:00 AM,MS,Harrison County,Humane Society of South Mississippi,"Shelter, Government Contract",8/1/1952 12:00:00 AM,,GULFPORT,39501,2011,1,167,47,5,50,8,7,159,131,6,105,41,13,0,0,0,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,131,134,0,78,45,0,53,3,1,9,1,1,31,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,8,2,10,5,9,80,7,5,64,6,15,8,0,1,4,0,2,370,381,404,355
34-1852907,"Paws and Whiskers Cat Shelter, Inc",,OH,Lucas County,"Paws and Whiskers Cat Shelter, Inc","Shelter, Private",,,TOLEDO,43615,2011,3,0,0,0,14,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,0,78
26-4014748,Tenth Life Cat Rescue,1/1/2009 12:00:00 AM,MO,Saint Louis City,Tenth Life Cat Rescue,"Rescue, Private",1/1/2009 12:00:00 AM,,ST. LOUIS,63118,2012,9,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,79
77-0540565,Valley Animal Center,6/1/1992 12:00:00 AM,CA,Fresno County,Valley Animal Center,"Shelter, Private",6/1/1992 12:00:00 AM,,FRESNO,93726,2012,1,0,0,0,1,1,1,8,3,1,8,1,0,0,0,0,0,0,0,4,8,0,9,9,0,0,0,0,0,0,0,18,18,2,7,16,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,86,316,67,317
45-5293643,Wagging Dog Rescue,4/1/2012 12:00:00 AM,CA,San Diego County,Wagging Dog Rescue,"Rescue, Private",4/1/2012 12:00:00 AM,,CARLSBAD,92013,2012,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0
48-0554339,Kansas Humane Society of Wichita,1/1/1888 12:00:00 AM,KS,Sedgwick County,Kansas Humane Society of Wichita,"Shelter, Private",1/1/1888 12:00:00 AM,,WICHITA,67219,2012,1,0,0,0,0,0,0,201,98,0,163,22,21,45,0,1,17,1,1,146,56,0,52,19,2,0,0,0,0,6,0,200,123,0,120,40,0,23,0,0,20,0,1,20,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,11,0,81,14,20,41,0,1,17,1,1,120,75,126,60
23-7110434,Butler County Humane Society,6/1/1897 12:00:00 AM,PA,Butler County,Butler County Humane Society,"Shelter, Private",6/1/1897 12:00:00 AM,,RENFREW,16053,2012,2,16,4,1,9,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,7,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,44,53
30-0506496,Cinderella Pet Rescue,,TX,Hidalgo County,Cinderella Pet Rescue,"Rescue, Private",,,MISSION,78574,2011,3,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,9,53,16
83-0294762,Park County Animal Shelter,1/1/1996 12:00:00 AM,WY,Park County,Park County Animal Shelter,"Shelter, Government Contract",1/1/1996 12:00:00 AM,,CODY,82414,2012,4,1,0,0,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,54,8,60
82-6000250,Rexburg Animal Shelter,1/1/1970 12:00:00 AM,ID,Madison County,Rexburg Animal Shelter,Government Animal Services,1/1/1970 12:00:00 AM,,REXBURG,83440,2012,10,8,1,1,10,7,3,5,0,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,4,1,0,3,3,0,1,7,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,3,11,2,9,27,11,29
82-0503942,MCPAWS Regional Animal Shelter,2/1/2002 12:00:00 AM,ID,Valley County,MCPAWS Regional Animal Shelter,"Shelter, Government Contract",2/1/2002 12:00:00 AM,,MCCALL,83638,2011,11,10,1,0,16,3,0,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,16,6,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,53,22,50
58-6001495,Habersham County Animal Care & Control,10/1/2008 12:00:00 AM,GA,Habersham County,Habersham County Animal Care & Control,Government Animal Services,10/1/2008 12:00:00 AM,,CLARKESVILLE,30523,2012,3,35,28,9,7,7,11,13,3,1,2,1,2,0,0,0,0,0,0,18,6,2,0,0,0,3,0,0,1,0,0,12,8,0,5,2,0,2,0,3,0,0,0,95,40,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,7,4,6,0,8,0,0,1,0,0,0,218,63,150,63
27-1940144,Meade Canine Rescue Foundation,4/1/2010 12:00:00 AM,CA,San Luis Obispo County,Meade Canine Rescue Foundation,"Rescue, Private",4/1/2010 12:00:00 AM,,CRESTON,93432,2012,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,2
02-0222790,Animal Rescue League NH,4/1/1904 12:00:00 AM,NH,Hillsborough County,Animal Rescue League NH,"Shelter, Private",4/1/1904 12:00:00 AM,,BEDFORD,3110,2011,2,1,1,1,23,4,3,18,2,0,66,8,4,0,0,0,1,0,0,7,3,0,2,0,0,1,0,0,0,0,0,19,4,0,45,13,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,1,8,0,0,0,1,0,0,12,89,13,116
16-0743092,Niagara County SPCA,3/1/1894 12:00:00 AM,NY,Niagara County,Niagara County SPCA,"Shelter, Government Contract",3/1/1894 12:00:00 AM,,NIAGARA FALLS,14304,2012,10,45,8,9,28,49,4,15,0,1,6,4,0,6,0,0,2,0,0,0,1,0,1,2,0,1,0,0,0,0,0,27,15,0,44,59,1,18,0,9,0,0,1,6,1,2,13,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,1,7,2,2,6,0,0,2,0,0,95,199,96,143
45-5293643,Wagging Dog Rescue,4/1/2012 12:00:00 AM,CA,San Diego County,Wagging Dog Rescue,"Rescue, Private",4/1/2012 12:00:00 AM,,CARLSBAD,92013,2012,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0
81-0290933,Humane Society of Western Montana,1/1/1963 12:00:00 AM,MT,Missoula County,Humane Society of Western Montana,"Shelter, Private",1/1/1963 12:00:00 AM,,MISSOULA,59804,2012,10,10,0,0,13,13,0,14,1,0,10,13,0,0,0,0,0,0,0,57,23,3,0,3,0,0,0,0,0,0,0,70,10,3,22,36,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,93,51,84
39-0973879,Humane Society of Southern Wisconsin,12/1/1910 12:00:00 AM,WI,Rock County,Humane Society of Southern Wisconsin,"Shelter, Government Contract",12/1/1910 12:00:00 AM,,JANESVILLE,53548,2012,10,44,1,0,74,52,4,3,0,0,2,0,0,2,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,1,0,46,43,0,20,0,0,12,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,31,11,4,2,0,0,1,0,0,13,155,16,138
27-1940144,Meade Canine Rescue Foundation,4/1/2010 12:00:00 AM,CA,San Luis Obispo County,Meade Canine Rescue Foundation,"Rescue, Private",4/1/2010 12:00:00 AM,,CRESTON,93432,2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2
